"","id","display_name","artists","artists_IDs","yr","danceability","energy","key","loudness","liveness","tempo","uri","url"
"6.88","6ZOJeVmQbcHTxDLBQ4cFTu","Gente","Presuntos Implicados","7DC1oixQ38ba8Lyk47RlS5","2001",0.527,0.598,9,-6.985,0.132,79.704,"spotify:track:6ZOJeVmQbcHTxDLBQ4cFTu","https://open.spotify.com/track/6ZOJeVmQbcHTxDLBQ4cFTu"
"6.89","715pi9Q08DJxLmyFj5SULx","Entre tú y mil mares","Laura Pausini","2e4nwiX8ZCU09LGLOpeqTH","2000",0.606,0.738,1,-4.159,0.158,110.99,"spotify:track:715pi9Q08DJxLmyFj5SULx","https://open.spotify.com/track/715pi9Q08DJxLmyFj5SULx"
"6.90","76D5nfZbYzZYfUZKGy73jy","7 Seconds (feat. Neneh Cherry)","Youssou N'Dour","77zlytAFjPFjUKda8TNIDY","1994",0.68,0.702,1,-9.621,0.326,154.198,"spotify:track:76D5nfZbYzZYfUZKGy73jy","https://open.spotify.com/track/76D5nfZbYzZYfUZKGy73jy"
"6.91","7bp62Lo0nOBcfB70iUoibE","Barbie de extrarradio","Melendi","1EXjXQpDx2pROygh8zvHs4","2011",0.666,0.893,0,-5.151,0.106,153.014,"spotify:track:7bp62Lo0nOBcfB70iUoibE","https://open.spotify.com/track/7bp62Lo0nOBcfB70iUoibE"
"6.92","7CgRXXie9XIxVSkpKi40ID","Praying for Time - Remastered","George Michael","19ra5tSw0tWufvUp8GotLo","1990",0.581,0.622,10,-14.878,0.0915,127.814,"spotify:track:7CgRXXie9XIxVSkpKi40ID","https://open.spotify.com/track/7CgRXXie9XIxVSkpKi40ID"
"6.93","7HuIvjeVIycYejXy1R7F7X","If Only","Hanson","0SdiiPkr02EUdekHZJkt58","2000",0.55,0.984,2,-3.714,0.0753,105.981,"spotify:track:7HuIvjeVIycYejXy1R7F7X","https://open.spotify.com/track/7HuIvjeVIycYejXy1R7F7X"
"6.94","7KWoeBqSdZHEloYKVxssfG","In the Ghetto","Elvis Presley","43ZHCT0cAZBISjO8DG9PnE","1969",0.404,0.266,10,-16.688,0.107,88.916,"spotify:track:7KWoeBqSdZHEloYKVxssfG","https://open.spotify.com/track/7KWoeBqSdZHEloYKVxssfG"
"6.95","7ndGFo9nZ108KPgXtfYWCe","Sweetest Thing","U2","51Blml2LZPmy7TTiAg47vQ","1999",0.521,0.651,0,-8.999,0.16,141.612,"spotify:track:7ndGFo9nZ108KPgXtfYWCe","https://open.spotify.com/track/7ndGFo9nZ108KPgXtfYWCe"
"6.96","7oGZAicScQt96OAW4AruYy","Want to Want Me","Jason Derulo","07YZf4WDAMNwqr4jfgOZ8y","2015",0.775,0.68,0,-5.508,0.109,114.025,"spotify:track:7oGZAicScQt96OAW4AruYy","https://open.spotify.com/track/7oGZAicScQt96OAW4AruYy"
"6.97","7tVEeTbzEJkHP0EqUu6rmf","Mamma Maria","Ricchi E Poveri","5BwOOeKayeMZXa5SSaiRxv","1983",0.738,0.841,7,-5.767,0.107,134.598,"spotify:track:7tVEeTbzEJkHP0EqUu6rmf","https://open.spotify.com/track/7tVEeTbzEJkHP0EqUu6rmf"
"6.98","7wZUrN8oemZfsEd1CGkbXE","Bleeding Love","Leona Lewis","5lKZWd6HiSCLfnDGrq9RAm","2008",0.638,0.656,5,-5.886,0.146,104.036,"spotify:track:7wZUrN8oemZfsEd1CGkbXE","https://open.spotify.com/track/7wZUrN8oemZfsEd1CGkbXE"
"7.1","03VNlOXWFTp3MiZ7RX7Rhb","Pardon Me Sir","Joe Cocker","3pFCERyEiP5xeN2EsPXhjI","1973",0.657,0.67,0,-7.647,0.11,108.284,"spotify:track:03VNlOXWFTp3MiZ7RX7Rhb","https://open.spotify.com/track/03VNlOXWFTp3MiZ7RX7Rhb"
"7.2","0cqRj7pUJDkTCEsJkx8snD","Shake It Off","Taylor Swift","06HL4z0CvFAxyc27GXpf02","2014",0.649,0.795,7,-5.337,0.132,160.061,"spotify:track:0cqRj7pUJDkTCEsJkx8snD","https://open.spotify.com/track/0cqRj7pUJDkTCEsJkx8snD"
"7.3","0GrhBz0am9KFJ20MN9o6Lp","Circle of Life - <U+300E><U+30E9><U+30A4><U+30AA><U+30F3>·<U+30AD><U+30F3><U+30B0><U+300F><U+3088><U+308A>","Carmen Twillie","6O3ZB5Cz5CNT3wQWouKcNJ","1994",0.424,0.503,10,-11.695,0.261,83.915,"spotify:track:0GrhBz0am9KFJ20MN9o6Lp","https://open.spotify.com/track/0GrhBz0am9KFJ20MN9o6Lp"
"7.4","0KiZHfashmXDOeUFuxfviV","Color Esperanza","Diego Torres","0LALueHEQunQ2d61fXGeZh","2003",0.613,0.863,7,-6.698,0.0944,100.936,"spotify:track:0KiZHfashmXDOeUFuxfviV","https://open.spotify.com/track/0KiZHfashmXDOeUFuxfviV"
"7.5","0LoH6lFQLNscy3RyljAewK","Let's Get Rocked","Def Leppard","6H1RjVyNruCmrBEWRbD0VZ","1992",0.564,0.888,5,-6.763,0.177,91.989,"spotify:track:0LoH6lFQLNscy3RyljAewK","https://open.spotify.com/track/0LoH6lFQLNscy3RyljAewK"
"7.6","0mh3kdiViRyeH8JzVL61Hw","Believe","Elton John","3PhoLpVuITZKcymswpck5b","1995",0.489,0.519,0,-9.329,0.113,137.963,"spotify:track:0mh3kdiViRyeH8JzVL61Hw","https://open.spotify.com/track/0mh3kdiViRyeH8JzVL61Hw"
"7.7","0v1XpBHnsbkCn7iJ9Ucr1l","It's My Life","Bon Jovi","58lV9VcRSjABbAbfWS6skp","2000",0.537,0.903,0,-3.997,0.341,120.069,"spotify:track:0v1XpBHnsbkCn7iJ9Ucr1l","https://open.spotify.com/track/0v1XpBHnsbkCn7iJ9Ucr1l"
"7.8","0zz2Tpmo2QtXwluprPRite","Sólo por un día","Valera","58xj2hidND0GU444pNAf7L","1993",0.595,0.839,2,-6.226,0.159,119.707,"spotify:track:0zz2Tpmo2QtXwluprPRite","https://open.spotify.com/track/0zz2Tpmo2QtXwluprPRite"
"7.9","10sZornAXa1nkS2uWGrIDb","Que Te Quiero","Katrina & The Waves","2TzHIUhVpeeDxyJPpQfnV3","1986",0.633,0.635,7,-12.593,0.125,136.857,"spotify:track:10sZornAXa1nkS2uWGrIDb","https://open.spotify.com/track/10sZornAXa1nkS2uWGrIDb"
"7.10","15Trb1S2FDZSMLDzWfnlbg","Promises","The Cranberries","7t0rwkOPGlDPEhaOcVtOt9","1999",0.506,0.858,4,-3.094,0.161,130.059,"spotify:track:15Trb1S2FDZSMLDzWfnlbg","https://open.spotify.com/track/15Trb1S2FDZSMLDzWfnlbg"
"7.11","1cm7v7dBQDjewVTYlqjUX6","Are You With Me - Radio Edit","Lost Frequencies","7f5Zgnp2spUuuzKplmRkt7","2015",0.762,0.608,5,-8.1,0.12,121.026,"spotify:track:1cm7v7dBQDjewVTYlqjUX6","https://open.spotify.com/track/1cm7v7dBQDjewVTYlqjUX6"
"7.12","1hGy2eLcmC8eKx7qr1tOqx","Beautiful Girls","Sean Kingston","6S0dmVVn4udvppDhZIWxCr","2008",0.762,0.661,1,-6.075,0.256,130.009,"spotify:track:1hGy2eLcmC8eKx7qr1tOqx","https://open.spotify.com/track/1hGy2eLcmC8eKx7qr1tOqx"
"7.13","1hvZgAWagYCBALYLWHxNhh","City Lights (Karaoke Version) - Originally Performed By William Pitt","Sing Strike Karaoke","5Jvi2TK5LJUqq31thj2xGZ","1987",0.669,0.789,9,-9.836,0.034,103.994,"spotify:track:1hvZgAWagYCBALYLWHxNhh","https://open.spotify.com/track/1hvZgAWagYCBALYLWHxNhh"
"7.14","1KBR8KNmOpjGvCQoUXeik0","Baby Jump","Mungo Jerry","2mbvqMGpwLsakeH45p1Jrb","1971",0.529,0.764,9,-12.691,0.237,129.035,"spotify:track:1KBR8KNmOpjGvCQoUXeik0","https://open.spotify.com/track/1KBR8KNmOpjGvCQoUXeik0"
"7.15","1MO5KuLnSaY1dlkWGDjHkT","¡Que Bonito!","Rosario","05xSLrRgGwm2nCH2SmnNMW","1996",0.791,0.407,9,-10.757,0.103,103.989,"spotify:track:1MO5KuLnSaY1dlkWGDjHkT","https://open.spotify.com/track/1MO5KuLnSaY1dlkWGDjHkT"
"7.16","1or7R43FPk2oyNed5oTeOJ","Saca el guisky cheli","Desmadre 75","1OJmameUA25VMGx5kUd8En","1975",0.788,0.806,0,-7.635,0.0863,132.663,"spotify:track:1or7R43FPk2oyNed5oTeOJ","https://open.spotify.com/track/1or7R43FPk2oyNed5oTeOJ"
"7.17","1PgMmLl8C6O1a5c6oMV2Fo","Abre Tu Mente","Merche","27a2VPd27oQbqE2TdiZVTo","2004",0.71,0.992,5,-4.007,0.379,124.014,"spotify:track:1PgMmLl8C6O1a5c6oMV2Fo","https://open.spotify.com/track/1PgMmLl8C6O1a5c6oMV2Fo"
"7.18","1pQqEDNPAwqXRWOxeuuTP8","Dalai Lama","Mecano","5BMgsAFg8rZQc3tqs5BB8G","1992",0.868,0.724,11,-7.792,0.036,119.956,"spotify:track:1pQqEDNPAwqXRWOxeuuTP8","https://open.spotify.com/track/1pQqEDNPAwqXRWOxeuuTP8"
"7.19","1QbtCi8bE9sJ911XV67cnL","Dirty Dawg","New Kids On The Block","55qiaow2sDYtjqu1mwRua6","1994",0.772,0.635,1,-9.148,0.27,102.567,"spotify:track:1QbtCi8bE9sJ911XV67cnL","https://open.spotify.com/track/1QbtCi8bE9sJ911XV67cnL"
"7.20","1uuh2xSgfcddYAgtadUxoB","Marta tiene un marcapasos","Hombres G","60uh2KYYSCqAgJNxcU4DA0","1986",0.596,0.947,11,-3.225,0.0897,102.238,"spotify:track:1uuh2xSgfcddYAgtadUxoB","https://open.spotify.com/track/1uuh2xSgfcddYAgtadUxoB"
"7.21","1VB4sadHjFcFklHcZuoROi","Como Camarón","Estopa","5ZqnEfVdEGmoPxtELhN7ai","2000",0.499,0.721,9,-9.615,0.295,140.4,"spotify:track:1VB4sadHjFcFklHcZuoROi","https://open.spotify.com/track/1VB4sadHjFcFklHcZuoROi"
"7.22","1W9zants12SLSVJE2QPYij","How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack","Bee Gees","1LZEQNv7sE11VDY3SdxQeN","1996",0.628,0.198,5,-17.526,0.194,104.959,"spotify:track:1W9zants12SLSVJE2QPYij","https://open.spotify.com/track/1W9zants12SLSVJE2QPYij"
"7.23","1WUHttGRY1ACkyEEnYDGsF","I Wanna Dance","Orquesta Mondragon","6d7LEKCmi5168sop16K9oI","1989",0.88,0.813,4,-4.13,0.196,131.963,"spotify:track:1WUHttGRY1ACkyEEnYDGsF","https://open.spotify.com/track/1WUHttGRY1ACkyEEnYDGsF"
"7.24","1XUWIXyO4QfsKVcJN9DLSb","La Charanga","Juan Pardo","1IzfzM2kYigRWUmErr9WmG","1969",0.184,0.522,7,-7.304,0.0935,90.218,"spotify:track:1XUWIXyO4QfsKVcJN9DLSb","https://open.spotify.com/track/1XUWIXyO4QfsKVcJN9DLSb"
"7.25","1ZJe2q23LXHnE79UjnJqyx","Tómame o Déjame - Remasterizado","Mocedades","4Sm7JCttzWMwHJtb3UJ8SY","1974",0.408,0.59,10,-5.687,0.216,78.764,"spotify:track:1ZJe2q23LXHnE79UjnJqyx","https://open.spotify.com/track/1ZJe2q23LXHnE79UjnJqyx"
"7.26","24djGznGJ50xqEoypWlSus","¿Quien Se Acuerda De Ti?","Mikel Erentxun","7thnnayFyJnVOAJrpe5wMC","1998",0.565,0.581,7,-6.492,0.339,94.24,"spotify:track:24djGznGJ50xqEoypWlSus","https://open.spotify.com/track/24djGznGJ50xqEoypWlSus"
"7.27","27QvYgBk0CHOVHthWnkuWt","Vogue","Madonna","6tbjWDEIzxoDsBA1FuhfPW","1990",0.737,0.88,6,-6.449,0.417,115.998,"spotify:track:27QvYgBk0CHOVHthWnkuWt","https://open.spotify.com/track/27QvYgBk0CHOVHthWnkuWt"
"7.28","2a1cUvC0Df5Syc3BJJgWap","You Are a Danger","Gary Low","4MntnRuXrTyjMGt1RF0k8b","1983",0.888,0.5,10,-7.801,0.0867,123.229,"spotify:track:2a1cUvC0Df5Syc3BJJgWap","https://open.spotify.com/track/2a1cUvC0Df5Syc3BJJgWap"
"7.29","2bPH3Ph0RHQuugStXcpyRP","Cuando Tú Vas","Chenoa","0i3ypO6G38iZmANDHWZxlY","2002",0.7,0.837,11,-5.555,0.554,136.035,"spotify:track:2bPH3Ph0RHQuugStXcpyRP","https://open.spotify.com/track/2bPH3Ph0RHQuugStXcpyRP"
"7.30","2dThEJP9S344qzNhePcSzj","I'm Gonna Miss You","Milli Vanilli","3vRclCt9VnNhYIxFMQCxuM","1990",0.712,0.27,9,-18.52,0.0982,75.645,"spotify:track:2dThEJP9S344qzNhePcSzj","https://open.spotify.com/track/2dThEJP9S344qzNhePcSzj"
"7.31","2fjJt3OQ8MPaZ3LMzAWiTA","Typical Male","Tina Turner","1zuJe6b1roixEKMOtyrEak","1986",0.762,0.745,1,-7.772,0.0612,106.013,"spotify:track:2fjJt3OQ8MPaZ3LMzAWiTA","https://open.spotify.com/track/2fjJt3OQ8MPaZ3LMzAWiTA"
"7.32","2i7oFlgafYTgri8LvGueYt","Otro Ocupa Mi Lugar","Miguel Gallardo","5imd6MnP4WpDohSwFnO38T","1977",0.523,0.452,9,-9.371,0.461,76.95,"spotify:track:2i7oFlgafYTgri8LvGueYt","https://open.spotify.com/track/2i7oFlgafYTgri8LvGueYt"
"7.33","2jppsxdHlNHz9eK0QyYlTq","If I Were a Boy","Beyoncé","6vWDO969PvNqNYHIOW5v0m","2009",0.632,0.518,6,-6.126,0.354,90.007,"spotify:track:2jppsxdHlNHz9eK0QyYlTq","https://open.spotify.com/track/2jppsxdHlNHz9eK0QyYlTq"
"7.34","2Kz5qeXifBxE0zmuoVchlM","Wings","Birdy","2WX2uTcsvV5OnS0inACecP","2014",0.474,0.707,7,-4.534,0.162,83.235,"spotify:track:2Kz5qeXifBxE0zmuoVchlM","https://open.spotify.com/track/2Kz5qeXifBxE0zmuoVchlM"
"7.35","2lBZTGVAygmfSCCXSzdBDs","A wither shade of pale","Procol Harum","0GbqW5TJr7n4is453VOY4C","1967",0.493,0.229,4,-18.376,0.0622,148.365,"spotify:track:2lBZTGVAygmfSCCXSzdBDs","https://open.spotify.com/track/2lBZTGVAygmfSCCXSzdBDs"
"7.36","2uR4U3BpZRT5xhLbWTitfn","Soley Soley","Middle Of The Road","318uZJvyFSaPjaiYGsvjjm","1972",0.43,0.423,5,-11.215,0.14,123.491,"spotify:track:2uR4U3BpZRT5xhLbWTitfn","https://open.spotify.com/track/2uR4U3BpZRT5xhLbWTitfn"
"7.37","2VSGzQqy9nqJefcYGJNWst","Tanto la Queria","Andy & Lucas","4dqi10p8S91S2ChvcWsi1L","2003",0.68,0.756,10,-5.718,0.137,144.001,"spotify:track:2VSGzQqy9nqJefcYGJNWst","https://open.spotify.com/track/2VSGzQqy9nqJefcYGJNWst"
"7.38","30qVCFYKBtAENjTIBA8FPZ","The River of Dreams","Billy Joel","6zFYqv1mOsgBRQbae3JJ9e","1993",0.631,0.749,7,-8.15,0.0667,89.646,"spotify:track:30qVCFYKBtAENjTIBA8FPZ","https://open.spotify.com/track/30qVCFYKBtAENjTIBA8FPZ"
"7.39","33WnCExO4AatnAMYGmYxxu","Dámelo Ya","La Unión","2Ax9wZpdlg4r2zkc3pcI8U","1991",0.516,0.497,9,-20.272,0.581,115.44,"spotify:track:33WnCExO4AatnAMYGmYxxu","https://open.spotify.com/track/33WnCExO4AatnAMYGmYxxu"
"7.40","35IBanjpZmYVKYUnubJKuB","Ojalá Pudiera Borrarte","Maná","7okwEbXzyT2VffBmyQBWLz","2007",0.535,0.691,7,-6.393,0.138,170.122,"spotify:track:35IBanjpZmYVKYUnubJKuB","https://open.spotify.com/track/35IBanjpZmYVKYUnubJKuB"
"7.41","38f6pFU4HRtrT198ZnyrK5","Can't Take My Eyes Off Of You - Original Radio Edit","Boys Town Gang","0yrScqagPyABiZeoNHHe3H","1982",0.691,0.791,10,-7.974,0.0643,128.736,"spotify:track:38f6pFU4HRtrT198ZnyrK5","https://open.spotify.com/track/38f6pFU4HRtrT198ZnyrK5"
"7.42","3bidbhpOYeV4knp8AIu8Xn","Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis","5BcAKTbp20cv7tC5VqPFoC","2013",0.641,0.922,2,-4.457,0.0862,146.078,"spotify:track:3bidbhpOYeV4knp8AIu8Xn","https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn"
"7.43","3ePkM8Ej1WhJGnwRbfaHPw","Canciones Lejanas (Canzoni lontane)","Eros Ramazzotti","61J0BktHv7PuP3tjTPYXSX","1990",0.729,0.812,9,-7.604,0.158,123.996,"spotify:track:3ePkM8Ej1WhJGnwRbfaHPw","https://open.spotify.com/track/3ePkM8Ej1WhJGnwRbfaHPw"
"7.44","3fsTb3a8l5kJrtzpl04Ljr","Staring At The Sun","U2","51Blml2LZPmy7TTiAg47vQ","1997",0.533,0.702,9,-8.504,0.27,140.201,"spotify:track:3fsTb3a8l5kJrtzpl04Ljr","https://open.spotify.com/track/3fsTb3a8l5kJrtzpl04Ljr"
"7.45","3JpaL6FMH9kjVWMA1mTmRl","Union Of The Snake - 2010 Remastered Version","Duran Duran","0lZoBs4Pzo7R89JM9lxwoT","1984",0.617,0.86,11,-4.548,0.653,115.727,"spotify:track:3JpaL6FMH9kjVWMA1mTmRl","https://open.spotify.com/track/3JpaL6FMH9kjVWMA1mTmRl"
"7.46","3K0rUw4z0khdNg4MiSIHB4","Lady, Lady - Remastered 2015","Bravo","0G4aZyVFKAl9so620NrwOL","1984",0.668,0.716,2,-8.898,0.669,130.815,"spotify:track:3K0rUw4z0khdNg4MiSIHB4","https://open.spotify.com/track/3K0rUw4z0khdNg4MiSIHB4"
"7.47","3l8Ennt1PqShViwh0tkWuc","La Madre de Jose","El Canto Del Loco","5RK6c1tyaKpwcDpbgCGNgj","2003",0.629,0.937,1,-2.84,0.0744,101.022,"spotify:track:3l8Ennt1PqShViwh0tkWuc","https://open.spotify.com/track/3l8Ennt1PqShViwh0tkWuc"
"7.48","3lIpkjFnRxJ6Uvm8DgtgfV","Sign Your Name","Terence Trent D'Arby","1JpHKf8Ztyd8HXU8p6m9cc","1988",0.899,0.421,4,-11.238,0.0864,109.148,"spotify:track:3lIpkjFnRxJ6Uvm8DgtgfV","https://open.spotify.com/track/3lIpkjFnRxJ6Uvm8DgtgfV"
"7.49","3r8yinbwGj8C0MnZH3ajML","Pastillas de Freno","Estopa","5ZqnEfVdEGmoPxtELhN7ai","2004",0.592,0.608,7,-6.15,0.127,111.808,"spotify:track:3r8yinbwGj8C0MnZH3ajML","https://open.spotify.com/track/3r8yinbwGj8C0MnZH3ajML"
"7.50","3rMsX63C0IZVnOT5LGYoTH","Russian Roulette","Rihanna","5pKCCKE2ajJHZ9KAiaK11H","2010",0.48,0.486,6,-5.754,0.107,80.051,"spotify:track:3rMsX63C0IZVnOT5LGYoTH","https://open.spotify.com/track/3rMsX63C0IZVnOT5LGYoTH"
"7.51","3SfPCpeVqhtEka5KKP7Qcv","Problema","Ketama","5s9GgX51pD0YhcsQRSYlpF","1995",0.753,0.567,1,-8.05,0.704,118.862,"spotify:track:3SfPCpeVqhtEka5KKP7Qcv","https://open.spotify.com/track/3SfPCpeVqhtEka5KKP7Qcv"
"7.52","3UI9I3e1g1y5T3SMfdgfGO","Colgando en tus manos (con Marta Sánchez)","Carlos Baute","3smfreCkyJt7bShaTYpG77","2009",0.836,0.637,6,-4.803,0.129,120.025,"spotify:track:3UI9I3e1g1y5T3SMfdgfGO","https://open.spotify.com/track/3UI9I3e1g1y5T3SMfdgfGO"
"7.53","3x4yV0hW5Ve3TKhFkXSqFn","If You Had My Love","Jennifer Lopez","2DlGxzQSjYe5N6G9nkYghR","1999",0.68,0.625,11,-7,0.109,94.02,"spotify:track:3x4yV0hW5Ve3TKhFkXSqFn","https://open.spotify.com/track/3x4yV0hW5Ve3TKhFkXSqFn"
"7.54","3XVozq1aeqsJwpXrEZrDJ9","Ice Ice Baby","Vanilla Ice","7GXXMm3DB1VswVcuGyInUd","1991",0.978,0.787,2,-2.79,0.102,116.006,"spotify:track:3XVozq1aeqsJwpXrEZrDJ9","https://open.spotify.com/track/3XVozq1aeqsJwpXrEZrDJ9"
"7.55","3zYohktAenCUDxxdPtFU6M","Entre Tu y Yo","El Norte","49WCAeOOUuVqO2d4HlnsbK","1989",0.566,0.898,1,-6.989,0.0721,117.394,"spotify:track:3zYohktAenCUDxxdPtFU6M","https://open.spotify.com/track/3zYohktAenCUDxxdPtFU6M"
"7.56","47oZRFceogtlw8Kcu5UGaj","Miedo","M-Clan","4oVqMVHC03xnYJ7fyb1dh6","2005",0.543,0.552,0,-4.805,0.406,139.861,"spotify:track:47oZRFceogtlw8Kcu5UGaj","https://open.spotify.com/track/47oZRFceogtlw8Kcu5UGaj"
"7.57","49Ved7nBuSy0wafl49g2f5","Getsemani (Oración del Huerto) - [Musical ""Jesucristo Superstar""]","Camilo Sesto","2Cy7KBSkqu7otJfuMTWT7Y","1976",0.269,0.538,10,-10.249,0.174,82.976,"spotify:track:49Ved7nBuSy0wafl49g2f5","https://open.spotify.com/track/49Ved7nBuSy0wafl49g2f5"
"7.58","4C2zOFgrXxfNGNpYQWIcaH","Labios Compartidos","Maná","7okwEbXzyT2VffBmyQBWLz","2006",0.527,0.898,0,-3.624,0.0686,162.058,"spotify:track:4C2zOFgrXxfNGNpYQWIcaH","https://open.spotify.com/track/4C2zOFgrXxfNGNpYQWIcaH"
"7.59","4da3nnmnvOGrAkx5nE4CHs","Súper Supermán","Miguel Bosé","7mWCSSOYqm4E9mB7V4ot6S","1979",0.725,0.826,2,-13.046,0.249,136.797,"spotify:track:4da3nnmnvOGrAkx5nE4CHs","https://open.spotify.com/track/4da3nnmnvOGrAkx5nE4CHs"
"7.60","4ElLufl4VqRSZ7UW021eS2","Balada Boa - Original Mix","Tio Gomez","4au2Lct8SXFaXUbsn7y3wO","2012",0.332,0.892,2,-2.925,0.378,185.001,"spotify:track:4ElLufl4VqRSZ7UW021eS2","https://open.spotify.com/track/4ElLufl4VqRSZ7UW021eS2"
"7.61","4f7qHX8VU7HhwWuJwV4ljd","Señor","Pecos","77NuLmVgB5nIh0HEe6tmqX","1981",0.732,0.79,0,-10.847,0.162,134.09,"spotify:track:4f7qHX8VU7HhwWuJwV4ljd","https://open.spotify.com/track/4f7qHX8VU7HhwWuJwV4ljd"
"7.62","4oY2T9ur7Ll5b2kpBlcWcb","You Rock My World - Radio Edit","Michael Jackson","3fMbdgg4jU18AjLCKBhRSm","2001",0.819,0.774,4,-2.53,0.0896,95.004,"spotify:track:4oY2T9ur7Ll5b2kpBlcWcb","https://open.spotify.com/track/4oY2T9ur7Ll5b2kpBlcWcb"
"7.63","4RXaCB8ClD3BCGYdLxO19B","Pisando fuerte","Alejandro Sanz","5sUrlPAHlS9NEirDB8SEbF","1991",0.542,0.627,7,-7.46,0.0929,136.839,"spotify:track:4RXaCB8ClD3BCGYdLxO19B","https://open.spotify.com/track/4RXaCB8ClD3BCGYdLxO19B"
"7.64","4tFp1lNlkHiJjtUuL6h3K9","Me Gustas TÚ","Manu Chao","6wH6iStAh4KIaWfuhf0NYM","2001",0.658,0.741,11,-6.81,0.216,175.978,"spotify:track:4tFp1lNlkHiJjtUuL6h3K9","https://open.spotify.com/track/4tFp1lNlkHiJjtUuL6h3K9"
"7.65","4UtREbGYnd1nZLckEb5y8J","Carolina","M-Clan","4oVqMVHC03xnYJ7fyb1dh6","2001",0.649,0.9,7,-4.135,0.694,123.978,"spotify:track:4UtREbGYnd1nZLckEb5y8J","https://open.spotify.com/track/4UtREbGYnd1nZLckEb5y8J"
"7.66","4vNhFneNapOWIf6ixzhMAJ","A Tu Lado","Rosario","05xSLrRgGwm2nCH2SmnNMW","1997",0.751,0.74,2,-4.982,0.0765,105.749,"spotify:track:4vNhFneNapOWIf6ixzhMAJ","https://open.spotify.com/track/4vNhFneNapOWIf6ixzhMAJ"
"7.67","4ZtzRd8X3iB6s0Y2BXeDoI","Desire","Barry Gibb","7Hd38PVp634oGEb9pIDs5d","1980",0.831,0.592,7,-7.011,0.25,123.291,"spotify:track:4ZtzRd8X3iB6s0Y2BXeDoI","https://open.spotify.com/track/4ZtzRd8X3iB6s0Y2BXeDoI"
"7.68","4Zx2pwUBs8WK50rP9uwIZx","Baila Para Mi","Objetivo Birmania","6d88kdF9N4XWda5sc2yzul","1985",0.789,0.839,7,-9.918,0.319,125.463,"spotify:track:4Zx2pwUBs8WK50rP9uwIZx","https://open.spotify.com/track/4Zx2pwUBs8WK50rP9uwIZx"
"7.69","58JZ4RVYonCaKz7FVOqZPL","Volvera","El Canto Del Loco","5RK6c1tyaKpwcDpbgCGNgj","2006",0.715,0.706,6,-6.668,0.25,118.01,"spotify:track:58JZ4RVYonCaKz7FVOqZPL","https://open.spotify.com/track/58JZ4RVYonCaKz7FVOqZPL"
"7.70","5A5k94o0K9gESDK944k4cf","Todas Las Flores","Presuntos Implicados","7DC1oixQ38ba8Lyk47RlS5","1997",0.646,0.682,9,-7.492,0.267,140.114,"spotify:track:5A5k94o0K9gESDK944k4cf","https://open.spotify.com/track/5A5k94o0K9gESDK944k4cf"
"7.71","5ghsVpqrNFTgNifP8vkhC0","When You Believe (from ""The Prince of Egypt"")","Mariah Carey","4iHNK0tOyZPYnBU7nGAgpQ","1999",0.389,0.464,1,-6.905,0.108,125.284,"spotify:track:5ghsVpqrNFTgNifP8vkhC0","https://open.spotify.com/track/5ghsVpqrNFTgNifP8vkhC0"
"7.72","5kIiAeXFFYc2dSkOqc7Cm2","Got A Feeling","Patrick Juvet","7c5wlQVkajxJG0X13D0Fpc","1978",0.528,0.814,9,-6.491,0.305,125.375,"spotify:track:5kIiAeXFFYc2dSkOqc7Cm2","https://open.spotify.com/track/5kIiAeXFFYc2dSkOqc7Cm2"
"7.73","5MzjQ95rdB2xt9DNa2IzaC","Don't Phunk With My Heart","The Black Eyed Peas","1yxSLGMDHlW21z4YXirZDS","2005",0.678,0.931,5,-2.7,0.375,130.906,"spotify:track:5MzjQ95rdB2xt9DNa2IzaC","https://open.spotify.com/track/5MzjQ95rdB2xt9DNa2IzaC"
"7.74","5sJ9raejUhDprH1b46g6L5","No puedo enamorarme de ti","Joaquín Sabina","4aeIWo5CMF1uRmqgJdwkZW","1982",0.75,0.507,0,-9.371,0.0971,120.019,"spotify:track:5sJ9raejUhDprH1b46g6L5","https://open.spotify.com/track/5sJ9raejUhDprH1b46g6L5"
"7.75","5yIVcrwQXdIlDgTMc8pa6z","Contigo","Joaquín Sabina","4aeIWo5CMF1uRmqgJdwkZW","1996",0.49,0.418,2,-10.773,0.0615,98.507,"spotify:track:5yIVcrwQXdIlDgTMc8pa6z","https://open.spotify.com/track/5yIVcrwQXdIlDgTMc8pa6z"
"7.76","6AsF1pBjFMIEMXuA8JgRag","Dolce Vita","Ryan Paris","3nRifdQMP5925XSkIN07oC","1983",0.881,0.738,5,-9.124,0.0602,121.956,"spotify:track:6AsF1pBjFMIEMXuA8JgRag","https://open.spotify.com/track/6AsF1pBjFMIEMXuA8JgRag"
"7.77","6byGncpFasBdOu9N4SoGdq","Mishale","Andru Donalds","4wuHLh6AEK7selBuj38cRz","1995",0.604,0.786,10,-5.643,0.0704,176.043,"spotify:track:6byGncpFasBdOu9N4SoGdq","https://open.spotify.com/track/6byGncpFasBdOu9N4SoGdq"
