"","id","display_name","artists","artists_IDs","yr","danceability","energy","key","loudness","liveness","tempo","uri","url"
"15.13","10rChmECwPcvTTj4w07hq4","Welcome To My Life","Simple Plan","2p4FqHnazRucYQHyDCdBrJ","2005",0.421,0.858,1,-4.535,0.067,173.255,"spotify:track:10rChmECwPcvTTj4w07hq4","https://open.spotify.com/track/10rChmECwPcvTTj4w07hq4"
"15.14","11mwFrKvLXCbcVGNxffGyP","Genie in a Bottle","Christina Aguilera","1l7ZsJRRS8wlW3WfJfPfNS","1999",0.627,0.8,1,-6.945,0.137,175.815,"spotify:track:11mwFrKvLXCbcVGNxffGyP","https://open.spotify.com/track/11mwFrKvLXCbcVGNxffGyP"
"15.15","1865bhOnD43Fr6rWDjWxLY","Quiero beber hasta perder el control (feat. Fito y Fitipaldia & Carlos Raya) - En directo Las Ventas 08","Los Secretos","2KEDbpUlz9nwtGywHT4gyf","1987",0.27,0.949,7,-3.768,0.965,168.779,"spotify:track:1865bhOnD43Fr6rWDjWxLY","https://open.spotify.com/track/1865bhOnD43Fr6rWDjWxLY"
"15.16","1aJtdcYdncvyNrVKCcj0eD","Shandi","KISS","07XSN3sPlIlB2L2XNcTwJw","1980",0.535,0.771,4,-6.463,0.0446,103.324,"spotify:track:1aJtdcYdncvyNrVKCcj0eD","https://open.spotify.com/track/1aJtdcYdncvyNrVKCcj0eD"
"15.17","1EA3Bs174OvPIu49qj14pu","El Baile de los Pajaritos","María Jesús y su acordeón","3l0xGsqKyupuBduWNxmAH3","1981",0.575,0.586,0,-11.702,0.0863,183.574,"spotify:track:1EA3Bs174OvPIu49qj14pu","https://open.spotify.com/track/1EA3Bs174OvPIu49qj14pu"
"15.18","1eN42Q7IWRzRBq8eW2Y2TE","El Condor Pasa (If I Could)","Simon & Garfunkel","70cRZdQywnSFp9pnc2WTCE","1970",0.33,0.214,4,-17.699,0.178,147.795,"spotify:track:1eN42Q7IWRzRBq8eW2Y2TE","https://open.spotify.com/track/1eN42Q7IWRzRBq8eW2Y2TE"
"15.19","1gNXYvLc14OmqK6gSJKLUM","Como una Ola","Rocío Jurado","1FlYevYLENR3IMgMlnMvf9","1982",0.602,0.465,4,-7.539,0.058,104.265,"spotify:track:1gNXYvLc14OmqK6gSJKLUM","https://open.spotify.com/track/1gNXYvLc14OmqK6gSJKLUM"
"15.20","1jJn6iK6o2Vg7iUKHztRTk","El universo sobre mi","Amaral","4OkeTQCk0fvX6VBYpOOxDi","2005",0.391,0.837,2,-4.078,0.106,185.992,"spotify:track:1jJn6iK6o2Vg7iUKHztRTk","https://open.spotify.com/track/1jJn6iK6o2Vg7iUKHztRTk"
"15.21","1nQRg9q9uwALGzouOX5OyQ","Radio Ga Ga - Remastered","Queen","1dfeR4HaWDbWqFHLkxsg1d","1984",0.744,0.502,5,-7.719,0.189,112.344,"spotify:track:1nQRg9q9uwALGzouOX5OyQ","https://open.spotify.com/track/1nQRg9q9uwALGzouOX5OyQ"
"15.22","1vlCGjQap3YGEG8k5EaFuv","Eres Toda una Mujer","Albert Hammond","34E3csCxpXunPGEkOVVX2g","1977",0.36,0.63,5,-7.283,0.119,173.058,"spotify:track:1vlCGjQap3YGEG8k5EaFuv","https://open.spotify.com/track/1vlCGjQap3YGEG8k5EaFuv"
"15.23","1zng9uqqXoPkmU05nsAlsw","Bed Of Roses","Bon Jovi","58lV9VcRSjABbAbfWS6skp","1993",0.313,0.58,5,-5.61,0.214,165.038,"spotify:track:1zng9uqqXoPkmU05nsAlsw","https://open.spotify.com/track/1zng9uqqXoPkmU05nsAlsw"
"15.24","23EhTCPRTlLVM6VQUyh8bH","Don't Tell Me","Madonna","6tbjWDEIzxoDsBA1FuhfPW","2001",0.699,0.618,7,-7.338,0.0914,99.965,"spotify:track:23EhTCPRTlLVM6VQUyh8bH","https://open.spotify.com/track/23EhTCPRTlLVM6VQUyh8bH"
"15.25","26dqf483YXpMeVQuXUBT06","Por el Amor de una Mujer","Julio Iglesias","4etuCZVdP8yiNPn4xf0ie5","1972",0.39,0.339,9,-12.96,0.272,98.138,"spotify:track:26dqf483YXpMeVQuXUBT06","https://open.spotify.com/track/26dqf483YXpMeVQuXUBT06"
"15.26","2aIdY7oAtSOPcEACyIBlhz","El Tonto Simon - En Directo","Radio Futura","4qKJA8Cf8R44cMThP6q8KM","1986",0.572,0.735,7,-12.248,0.973,107.315,"spotify:track:2aIdY7oAtSOPcEACyIBlhz","https://open.spotify.com/track/2aIdY7oAtSOPcEACyIBlhz"
"15.27","2bL2gyO6kBdLkNSkxXNh6x","Animals","Maroon 5","04gDigrS5kc9YWfZHwBETP","2015",0.279,0.742,4,-6.46,0.593,189.868,"spotify:track:2bL2gyO6kBdLkNSkxXNh6x","https://open.spotify.com/track/2bL2gyO6kBdLkNSkxXNh6x"
"15.28","2c9JyPNwCcHsbM7wUI9qL1","Fue Tan Poco Tu Cariño","Rocío Dúrcal","2uyweLa0mvPZH6eRzDddeB","1978",0.588,0.488,2,-6.519,0.19,116.695,"spotify:track:2c9JyPNwCcHsbM7wUI9qL1","https://open.spotify.com/track/2c9JyPNwCcHsbM7wUI9qL1"
"15.29","2d5e31SE40gh5unGmMeCq8","Natacha Y Yo","Juan Bau","3anoxp3DkA74doyHgkDngp","1976",0.244,0.514,9,-8.702,0.304,72.768,"spotify:track:2d5e31SE40gh5unGmMeCq8","https://open.spotify.com/track/2d5e31SE40gh5unGmMeCq8"
"15.30","2FeYK41Grs7KdR9Nqoy1MK","Amores Extranos","Laura Pausini","2e4nwiX8ZCU09LGLOpeqTH","1995",0.541,0.387,0,-7.334,0.0716,78.003,"spotify:track:2FeYK41Grs7KdR9Nqoy1MK","https://open.spotify.com/track/2FeYK41Grs7KdR9Nqoy1MK"
"15.31","2GFExyKXf9383tSRSrEHEt","Can't Take My Eyes Off of You","Ms. Lauryn Hill","2Mu5NfyYm8n5iTomuKAEHl","1999",0.747,0.662,1,-7.9,0.138,88.926,"spotify:track:2GFExyKXf9383tSRSrEHEt","https://open.spotify.com/track/2GFExyKXf9383tSRSrEHEt"
"15.32","2iSXgduBpKrwJuQcuybkxP","One Love / People Get Ready","Bob Marley & The Wailers","2QsynagSdAqZj3U9HgDzjD","1984",0.719,0.515,10,-9.72,0.0791,76.518,"spotify:track:2iSXgduBpKrwJuQcuybkxP","https://open.spotify.com/track/2iSXgduBpKrwJuQcuybkxP"
"15.33","2n5QEt0eEG5vY7tYUsLjsA","A Este Lado De La Carretera, 1984","Danza Invisible","1MK9J20Op7jFgUDbLiy6m2","1989",0.518,0.826,0,-10.554,0.107,103.501,"spotify:track:2n5QEt0eEG5vY7tYUsLjsA","https://open.spotify.com/track/2n5QEt0eEG5vY7tYUsLjsA"
"15.34","2PKhVCRILDBc7HYSIT9v0u","Iberia Sumergida","Heroes Del Silencio","3qAPxVwIQRBuz5ImPUxpZT","1995",0.574,0.915,9,-5.03,0.135,121.732,"spotify:track:2PKhVCRILDBc7HYSIT9v0u","https://open.spotify.com/track/2PKhVCRILDBc7HYSIT9v0u"
"15.35","2QJSxzVIAcKDoUStls4wlG","Hay Que Ver - 2012 Remastered Version","Juan Pardo","1IzfzM2kYigRWUmErr9WmG","1982",0.694,0.686,5,-5.961,0.108,122.42,"spotify:track:2QJSxzVIAcKDoUStls4wlG","https://open.spotify.com/track/2QJSxzVIAcKDoUStls4wlG"
"15.36","2qlMpOIPLWbfSXcVuuMHrl","Boys Will Be Boys","Paulina Rubio","1d6dwipPrsFSJVmFTTdFSS","2012",0.725,0.754,7,-4.706,0.19,132.969,"spotify:track:2qlMpOIPLWbfSXcVuuMHrl","https://open.spotify.com/track/2qlMpOIPLWbfSXcVuuMHrl"
"15.37","2SDx0PooHZI1SQKR0y44bs","Grace Kelly","MIKA","5MmVJVhhYKQ86izuGHzJYA","2007",0.675,0.828,0,-5.799,0.364,122.229,"spotify:track:2SDx0PooHZI1SQKR0y44bs","https://open.spotify.com/track/2SDx0PooHZI1SQKR0y44bs"
"15.38","2stzPKoUdtHcA4LlEu2ayw","The One","Elton John","3PhoLpVuITZKcymswpck5b","1992",0.417,0.644,10,-8.236,0.119,76.252,"spotify:track:2stzPKoUdtHcA4LlEu2ayw","https://open.spotify.com/track/2stzPKoUdtHcA4LlEu2ayw"
"15.39","2UPtD9Kk7Y2QEhvb697HPI","Mama Blues","Jean-Jacques Milteau","4ConspsaeqXp9c2pOc3M0n","1969",0.56,0.223,10,-14.126,0.131,135.412,"spotify:track:2UPtD9Kk7Y2QEhvb697HPI","https://open.spotify.com/track/2UPtD9Kk7Y2QEhvb697HPI"
"15.40","2vlIOmGnbIH60TGHOQ4HM6","Heaven's What I Feel - Corazón Prohibido","Gloria Estefan","5IFCkqu9J6xdWeYMk5I889","1998",0.655,0.942,5,-4.588,0.11,130.963,"spotify:track:2vlIOmGnbIH60TGHOQ4HM6","https://open.spotify.com/track/2vlIOmGnbIH60TGHOQ4HM6"
"15.41","2ZfALE4EncKJFqsEwDkrl9","The Right Thing","Simply Red","1fa0cOhromAZdq2xRA4vv8","1987",0.615,0.917,4,-7.318,0.287,104.879,"spotify:track:2ZfALE4EncKJFqsEwDkrl9","https://open.spotify.com/track/2ZfALE4EncKJFqsEwDkrl9"
"15.42","35rm7tY2YiGG2H4yDbqj87","Por quererte","Efecto Mariposa","2fFrIDTV1Tk8MwAv4OJiY5","2009",0.703,0.833,2,-3.764,0.147,139.959,"spotify:track:35rm7tY2YiGG2H4yDbqj87","https://open.spotify.com/track/35rm7tY2YiGG2H4yDbqj87"
"15.43","3Aimpqxpvmz7jhJlNnEd5c","Swing The Mood","Jive Bunny and the Mastermixers","4GzIiGnHYrOnq2LUiD6zdo","1989",0.865,0.512,8,-13.376,0.201,92.512,"spotify:track:3Aimpqxpvmz7jhJlNnEd5c","https://open.spotify.com/track/3Aimpqxpvmz7jhJlNnEd5c"
"15.44","3EgZ941v78lgnizA1d18IT","Silencio","David Bisbal","5gOJTI4TusSENizxhcG7jB","2007",0.626,0.905,6,-3.97,0.08,128.918,"spotify:track:3EgZ941v78lgnizA1d18IT","https://open.spotify.com/track/3EgZ941v78lgnizA1d18IT"
"15.45","3F6QDKtaBlaEfI6TLjLIQw","Devuelveme la Vida","Malú","3TLGNOdp1UWYMnV5XG9HkR","2003",0.632,0.473,0,-6.803,0.103,80.875,"spotify:track:3F6QDKtaBlaEfI6TLjLIQw","https://open.spotify.com/track/3F6QDKtaBlaEfI6TLjLIQw"
"15.46","3G0NNqwQ1sqRpySr6soHlH","Who's That Girl","Madonna","6tbjWDEIzxoDsBA1FuhfPW","1987",0.625,0.646,9,-13.592,0.0525,103.893,"spotify:track:3G0NNqwQ1sqRpySr6soHlH","https://open.spotify.com/track/3G0NNqwQ1sqRpySr6soHlH"
"15.47","3i4LJ0XpihytzLLBbjhLpe","Ruido","Joaquín Sabina","4aeIWo5CMF1uRmqgJdwkZW","2001",0.747,0.706,7,-6.245,0.178,96.213,"spotify:track:3i4LJ0XpihytzLLBbjhLpe","https://open.spotify.com/track/3i4LJ0XpihytzLLBbjhLpe"
"15.48","3i6qNxyVgIdUZTTi5m25EM","Bitch","Meredith Brooks","2QmLFuIDtNDmmJY3OtvinN","1997",0.617,0.886,9,-5.953,0.0523,96.328,"spotify:track:3i6qNxyVgIdUZTTi5m25EM","https://open.spotify.com/track/3i6qNxyVgIdUZTTi5m25EM"
"15.49","3t4i2ZrrPcIZLgK7VNqD36","Alejandro","Lady Gaga","1HY2Jd0NmPuamShAr6KMms","2010",0.623,0.793,11,-6.63,0.375,98.998,"spotify:track:3t4i2ZrrPcIZLgK7VNqD36","https://open.spotify.com/track/3t4i2ZrrPcIZLgK7VNqD36"
"15.50","3UI9I3e1g1y5T3SMfdgfGO","Colgando en tus manos (con Marta Sánchez)","Carlos Baute","3smfreCkyJt7bShaTYpG77","2009",0.836,0.637,6,-4.803,0.129,120.025,"spotify:track:3UI9I3e1g1y5T3SMfdgfGO","https://open.spotify.com/track/3UI9I3e1g1y5T3SMfdgfGO"
"15.51","3VKDdOGJ95YhMIEffqWKaQ","Pretendo Hablarte","Beatriz Luengo","23cijmutocNvhM5xkcyyFF","2008",0.735,0.723,5,-8.784,0.1,104.046,"spotify:track:3VKDdOGJ95YhMIEffqWKaQ","https://open.spotify.com/track/3VKDdOGJ95YhMIEffqWKaQ"
"15.52","3Y5q9wzGttSBUJdsy7OoPL","Resurrección","Amaral","4OkeTQCk0fvX6VBYpOOxDi","2006",0.54,0.857,0,-2.302,0.405,136.801,"spotify:track:3Y5q9wzGttSBUJdsy7OoPL","https://open.spotify.com/track/3Y5q9wzGttSBUJdsy7OoPL"
"15.53","3zjZaGqcepRo80Btq4C1x0","I've Been Thinking About You","Londonbeat","0gcMPgunYh4rX1UOdvZKBn","1990",0.681,0.667,11,-12.719,0.0727,113.549,"spotify:track:3zjZaGqcepRo80Btq4C1x0","https://open.spotify.com/track/3zjZaGqcepRo80Btq4C1x0"
"15.54","3ZXcHjxCNrH3xbGCqVFrfA","Las Palabras De Amor","Presuntos Implicados","7DC1oixQ38ba8Lyk47RlS5","1994",0.764,0.543,1,-9.351,0.13,135.935,"spotify:track:3ZXcHjxCNrH3xbGCqVFrfA","https://open.spotify.com/track/3ZXcHjxCNrH3xbGCqVFrfA"
"15.55","40Jt7Gswodpx1WNddCpBDQ","Exhale - Shoop Shoop","Whitney Houston","6XpaIBNiVzIetEPCWDvAFP","1996",0.656,0.429,1,-7.903,0.158,137.952,"spotify:track:40Jt7Gswodpx1WNddCpBDQ","https://open.spotify.com/track/40Jt7Gswodpx1WNddCpBDQ"
"15.56","43jXcwbCZJqEEZRkIXT8mJ","Voy a mil","Ole Ole","7qHvHD5y98by1dMKGHT1kY","1985",0.665,0.898,9,-5.367,0.0661,75.894,"spotify:track:43jXcwbCZJqEEZRkIXT8mJ","https://open.spotify.com/track/43jXcwbCZJqEEZRkIXT8mJ"
"15.57","45VG6m5fYU3rIMT7dnBq9h","Brick England","Jean-Michel Jarre","5MhLmv7GgyjbxGqiIGasvT","1988",0.539,0.837,1,-6.812,0.0979,112.006,"spotify:track:45VG6m5fYU3rIMT7dnBq9h","https://open.spotify.com/track/45VG6m5fYU3rIMT7dnBq9h"
"15.58","4bJygwUKrRgq1stlNXcgMg","All The Things She Said","t.A.T.u.","2Q3eZMfDQgT8MhPowKFXYO","2002",0.52,0.848,5,-5.756,0.105,179.978,"spotify:track:4bJygwUKrRgq1stlNXcgMg","https://open.spotify.com/track/4bJygwUKrRgq1stlNXcgMg"
"15.59","4eEisF2E0uoSKcC6oudOZu","Dancing In The Street (In the Style of ""David Bowie & Mick Jagger"") [Performance Track with Demonstration Vocals]","Done Again","0GQkTwFb7D3ePIpnxwYavf","1985",0.599,0.742,11,-10.483,0.396,131.403,"spotify:track:4eEisF2E0uoSKcC6oudOZu","https://open.spotify.com/track/4eEisF2E0uoSKcC6oudOZu"
"15.60","4gH3ZZgTokyO3ytwa9tr1I","Soñaré","La Oreja de Van Gogh","4U7lXyKdSf1JbM1aXvsodC","1998",0.634,0.798,9,-5.69,0.732,109.985,"spotify:track:4gH3ZZgTokyO3ytwa9tr1I","https://open.spotify.com/track/4gH3ZZgTokyO3ytwa9tr1I"
"15.61","4gP89Uk2gEVcmygi6ddRjf","No Sé Qué Me Das","Fangoria","7CJiKj8TrQSms0WSCKbHm4","2002",0.676,0.956,1,-8.129,0.0207,134.99,"spotify:track:4gP89Uk2gEVcmygi6ddRjf","https://open.spotify.com/track/4gP89Uk2gEVcmygi6ddRjf"
"15.62","4Gsl3jWcRI8b1bZ3C9hAsM","A Un Perro Flaco","Juan Perro","6r3JyEDH6cQyEhcUfTshpt","1995",0.81,0.819,4,-7.715,0.0472,102.108,"spotify:track:4Gsl3jWcRI8b1bZ3C9hAsM","https://open.spotify.com/track/4Gsl3jWcRI8b1bZ3C9hAsM"
"15.63","4jIThvkGu7fN4FDSW6LRSk","Acuarela","Seguridad Social","5UbMQUFrcJdDstPCza7y0B","1998",0.779,0.654,7,-6.556,0.223,144.475,"spotify:track:4jIThvkGu7fN4FDSW6LRSk","https://open.spotify.com/track/4jIThvkGu7fN4FDSW6LRSk"
"15.64","4jnFqNWeJCeCRHc4HCdxfd","Remember the Time","Michael Jackson","3fMbdgg4jU18AjLCKBhRSm","1992",0.831,0.921,5,-2.383,0.305,108.002,"spotify:track:4jnFqNWeJCeCRHc4HCdxfd","https://open.spotify.com/track/4jnFqNWeJCeCRHc4HCdxfd"
"15.65","4MwH1lQUZyLPrHd2ViDs9P","La Estrella de David","Juan Bau","3anoxp3DkA74doyHgkDngp","1974",0.606,0.546,10,-12.511,0.092,101.874,"spotify:track:4MwH1lQUZyLPrHd2ViDs9P","https://open.spotify.com/track/4MwH1lQUZyLPrHd2ViDs9P"
"15.66","4nEUFPCTVPcUYgjZ6ST6gQ","Un Amigo De Verdad","Viceversa","401RKKAmr5xOK3FpoXud68","1994",0.627,0.81,2,-8.821,0.0862,129.069,"spotify:track:4nEUFPCTVPcUYgjZ6ST6gQ","https://open.spotify.com/track/4nEUFPCTVPcUYgjZ6ST6gQ"
"15.67","4NLpfB52hwDPLn7bphgjgD","Soledad","La Oreja de Van Gogh","4U7lXyKdSf1JbM1aXvsodC","2001",0.58,0.692,3,-6.202,0.119,137.907,"spotify:track:4NLpfB52hwDPLn7bphgjgD","https://open.spotify.com/track/4NLpfB52hwDPLn7bphgjgD"
"15.68","4nnJRbVecvQwqf3OQP4mja","These Days","Bon Jovi","58lV9VcRSjABbAbfWS6skp","1996",0.338,0.834,4,-5.312,0.0877,131.428,"spotify:track:4nnJRbVecvQwqf3OQP4mja","https://open.spotify.com/track/4nnJRbVecvQwqf3OQP4mja"
"15.69","4nVBt6MZDDP6tRVdQTgxJg","Story of My Life","One Direction","4AK6F7OLvEQ5QYCBNiQWHq","2013",0.6,0.663,3,-5.802,0.119,121.07,"spotify:track:4nVBt6MZDDP6tRVdQTgxJg","https://open.spotify.com/track/4nVBt6MZDDP6tRVdQTgxJg"
"15.70","4oW1lGOw5Q5OLvoJv92qoE","I Can Help","Billy Swan","6nNkKMkPl1qBCEW3Al9eVV","1975",0.471,0.675,0,-9.07,0.232,125.313,"spotify:track:4oW1lGOw5Q5OLvoJv92qoE","https://open.spotify.com/track/4oW1lGOw5Q5OLvoJv92qoE"
"15.71","4RsRAM3wZFKwl6NmGh3UxQ","Cross My Heart - Maxi Remix","Eighth Wonder","67drSMarzjhEXxEJ2ATLfE","1988",0.735,0.873,4,-8.323,0.0311,117.765,"spotify:track:4RsRAM3wZFKwl6NmGh3UxQ","https://open.spotify.com/track/4RsRAM3wZFKwl6NmGh3UxQ"
"15.72","4s4KlGfd3tBaSflx18R5jX","Pass The Dutchie","Musical Youth","2CuzDPkRD6BJBvdWqCrt2I","1983",0.8,0.418,7,-14.345,0.315,149.749,"spotify:track:4s4KlGfd3tBaSflx18R5jX","https://open.spotify.com/track/4s4KlGfd3tBaSflx18R5jX"
"15.73","4SEGzN4NXrsTKjXZcOhUOH","Ocho Lineas","Violadores Del Verso","1DH9RJ0xBVje6gQmK3LWUY","2006",0.792,0.572,2,-9.433,0.142,181.039,"spotify:track:4SEGzN4NXrsTKjXZcOhUOH","https://open.spotify.com/track/4SEGzN4NXrsTKjXZcOhUOH"
"15.74","4UJ1AKSbXAbPlPVFe66wK7","Gypsy Woman (She's Homeless) - Radio Edit","Crystal Waters","2sd9Q3r0Jhqpe3w9WVuG43","1991",0.487,0.749,2,-8.749,0.0548,120.038,"spotify:track:4UJ1AKSbXAbPlPVFe66wK7","https://open.spotify.com/track/4UJ1AKSbXAbPlPVFe66wK7"
"15.75","5bwjL83PGqTcp505qSDaMu","La casa de los sueños","La Unión","2Ax9wZpdlg4r2zkc3pcI8U","1994",0.466,0.646,0,-6.65,0.146,77.819,"spotify:track:5bwjL83PGqTcp505qSDaMu","https://open.spotify.com/track/5bwjL83PGqTcp505qSDaMu"
"15.76","5nbNdS5SKdpiDZjCBh8W7b","Get It On","T. Rex","3dBVyJ7JuOMt4GE9607Qin","1971",0.728,0.878,11,-6.926,0.61,126.59,"spotify:track:5nbNdS5SKdpiDZjCBh8W7b","https://open.spotify.com/track/5nbNdS5SKdpiDZjCBh8W7b"
"15.77","5UCfyzONO8rwHz2uMtiW0r","Charla Del Pescado","Juan Perro","6r3JyEDH6cQyEhcUfTshpt","2000",0.784,0.592,0,-8.912,0.346,95.008,"spotify:track:5UCfyzONO8rwHz2uMtiW0r","https://open.spotify.com/track/5UCfyzONO8rwHz2uMtiW0r"
"15.78","5vm0CC2xkzqr3sPsmDGZOX","Right Between the Eyes","Wax","6EQn1KgYQxe0bcheogqRTB","1986",0.614,0.694,6,-11.083,0.141,93.265,"spotify:track:5vm0CC2xkzqr3sPsmDGZOX","https://open.spotify.com/track/5vm0CC2xkzqr3sPsmDGZOX"
"15.79","5ZZuokF4h1FlfTlSQhLCmG","Quién","Pablo Alborán","5M9Bb4adKAgrOFOhc05Y50","2012",0.621,0.457,7,-5.928,0.194,141.679,"spotify:track:5ZZuokF4h1FlfTlSQhLCmG","https://open.spotify.com/track/5ZZuokF4h1FlfTlSQhLCmG"
"15.80","648Myn15scOB98wpZ9jd3c","El cielo no entiende","OBK","00iiLCQzrQfdDg27gus6Ny","2000",0.701,0.784,0,-8.483,0.0953,128.011,"spotify:track:648Myn15scOB98wpZ9jd3c","https://open.spotify.com/track/648Myn15scOB98wpZ9jd3c"
"15.81","6FstWkgRdHagqJ6qjDbiK0","Insoportable","El Canto Del Loco","5RK6c1tyaKpwcDpbgCGNgj","2004",0.615,0.763,9,-4.142,0.0648,131.022,"spotify:track:6FstWkgRdHagqJ6qjDbiK0","https://open.spotify.com/track/6FstWkgRdHagqJ6qjDbiK0"
"15.82","6hxvbUMGO0kx8mtItCie9k","Duro De Pelar","Rebeca","6H53iHaFe93Luwi5j4JI20","1996",0.611,0.993,5,-5.453,0.349,138.035,"spotify:track:6hxvbUMGO0kx8mtItCie9k","https://open.spotify.com/track/6hxvbUMGO0kx8mtItCie9k"
"15.83","6J6RWKCPN5RFKHUKEUFjxS","Step by Step","New Kids On The Block","55qiaow2sDYtjqu1mwRua6","1990",0.787,0.63,0,-12.295,0.161,125.347,"spotify:track:6J6RWKCPN5RFKHUKEUFjxS","https://open.spotify.com/track/6J6RWKCPN5RFKHUKEUFjxS"
"15.84","6LKgTn3PVyAxNiCFvXpGmA","Cuando Duermes","Cómplices","4VIU80QkcrMEdKoiWmnWvr","1991",0.639,0.916,1,-6.795,0.0961,127.053,"spotify:track:6LKgTn3PVyAxNiCFvXpGmA","https://open.spotify.com/track/6LKgTn3PVyAxNiCFvXpGmA"
"15.85","6mOZfn6CVXsX1Tt0l3thm3","Sin documentos","Los Rodriguez","3XkJyJgJDxnjdQgH0zfT8K","1993",0.387,0.972,7,-2.84,0.0921,192.392,"spotify:track:6mOZfn6CVXsX1Tt0l3thm3","https://open.spotify.com/track/6mOZfn6CVXsX1Tt0l3thm3"
"15.86","6sHBvzRsuGunQTfCk18KXi","Bailando por Ahi","Juan Magán","1ackd5XprZEkH3McKbQD51","2011",0.73,0.732,4,-5.167,0.262,129.974,"spotify:track:6sHBvzRsuGunQTfCk18KXi","https://open.spotify.com/track/6sHBvzRsuGunQTfCk18KXi"
"15.87","6tR8N0wgzIoKaI7fmh0J0O","Pata Pata","Miriam Makeba","18RkLKfeoUgZflWv9os25W","1968",0.809,0.882,3,-3.544,0.0759,126.046,"spotify:track:6tR8N0wgzIoKaI7fmh0J0O","https://open.spotify.com/track/6tR8N0wgzIoKaI7fmh0J0O"
"15.88","6yCjU5j6YHbux2VQCBTTE1","Tu jardín con enanitos","Melendi","1EXjXQpDx2pROygh8zvHs4","2013",0.721,0.834,7,-4.457,0.104,127.92,"spotify:track:6yCjU5j6YHbux2VQCBTTE1","https://open.spotify.com/track/6yCjU5j6YHbux2VQCBTTE1"
"15.89","6YUTL4dYpB9xZO5qExPf05","Summer","Calvin Harris","7CajNmpbOovFoOoasH2HaY","2014",0.596,0.856,4,-3.556,0.141,127.949,"spotify:track:6YUTL4dYpB9xZO5qExPf05","https://open.spotify.com/track/6YUTL4dYpB9xZO5qExPf05"
"15.90","6yV2W1h4PZla1PE5s1zjVM","No es lo mismo","Alejandro Sanz","5sUrlPAHlS9NEirDB8SEbF","2003",0.67,0.801,0,-5.84,0.261,79.996,"spotify:track:6yV2W1h4PZla1PE5s1zjVM","https://open.spotify.com/track/6yV2W1h4PZla1PE5s1zjVM"
"15.91","77eDrs7w2utSdbBdpbefol","No me importa nada","Luz Casal","1HUbv0v2f9HNE6qIbB35El","1990",0.564,0.804,4,-4.848,0.218,169.557,"spotify:track:77eDrs7w2utSdbBdpbefol","https://open.spotify.com/track/77eDrs7w2utSdbBdpbefol"
"15.92","7GAVqYrWrNDggki1MBwNfg","Y.m.c.a - Village People","Baby Land","3NlD2bpt1NUIan2S5lvdTQ","1979",0.629,0.868,6,-4.218,0.125,124.908,"spotify:track:7GAVqYrWrNDggki1MBwNfg","https://open.spotify.com/track/7GAVqYrWrNDggki1MBwNfg"
"15.93","7H8zey5My6uNdD2TxeCb9F","Don't Speak","No Doubt","0cQbJU1aAzvbEmTuljWLlF","1997",0.448,0.719,5,-6.971,0.15,76.006,"spotify:track:7H8zey5My6uNdD2TxeCb9F","https://open.spotify.com/track/7H8zey5My6uNdD2TxeCb9F"
"15.94","7HlULtRMJSTzorUMebka0f","A un minuto de ti","Mikel Erentxun","7thnnayFyJnVOAJrpe5wMC","1992",0.632,0.819,0,-9.01,0.233,150.377,"spotify:track:7HlULtRMJSTzorUMebka0f","https://open.spotify.com/track/7HlULtRMJSTzorUMebka0f"
"15.95","7qIw4D1PcDHigDohKkLB0W","Te Quiero Igual","Andrés Calamaro","3tAICgiSR5PfYY4B8qsoAU","1999",0.552,0.886,7,-4.828,0.121,128.097,"spotify:track:7qIw4D1PcDHigDohKkLB0W","https://open.spotify.com/track/7qIw4D1PcDHigDohKkLB0W"
"15.96","7sH8vohl7DFqIdbMwN31nV","Last Night a DJ Saved My Life - Santi & Rebets Mix","Indeep","50xejJlMNloQ4PUB7lGP9h","1983",0.745,0.833,8,-4.52,0.0809,125.003,"spotify:track:7sH8vohl7DFqIdbMwN31nV","https://open.spotify.com/track/7sH8vohl7DFqIdbMwN31nV"
"15.97","7utjtFkzOjbhRRbABrJEYd","Sin Amor","Ivan","4geJci3XRoeMknHvknu2gL","1979",0.715,0.743,6,-10.257,0.33,132.335,"spotify:track:7utjtFkzOjbhRRbABrJEYd","https://open.spotify.com/track/7utjtFkzOjbhRRbABrJEYd"
"15.98","7vcDJCAO356RYkCfiUozmE","Maldito Duende","Heroes Del Silencio","3qAPxVwIQRBuz5ImPUxpZT","1991",0.374,0.85,4,-5.657,0.116,125.796,"spotify:track:7vcDJCAO356RYkCfiUozmE","https://open.spotify.com/track/7vcDJCAO356RYkCfiUozmE"
"16.1","01cHbELbihdlrR6EedMsQZ","Rozando La Eternidad","Duncan Dhu","2MLHBMApNE5h8wIufiTPs7","1990",0.783,0.629,5,-8.359,0.13,121.473,"spotify:track:01cHbELbihdlrR6EedMsQZ","https://open.spotify.com/track/01cHbELbihdlrR6EedMsQZ"
"16.2","03syHHpsD6bOiuErq2fhqq","Es por Tu Amor","Modestia Aparte","6yPTzaskdKAAlLMdnw9IkM","1990",0.561,0.752,7,-11.839,0.0864,164.332,"spotify:track:03syHHpsD6bOiuErq2fhqq","https://open.spotify.com/track/03syHHpsD6bOiuErq2fhqq"
